IQ_ROUT,12,IQ_PORT,1B
FREQ,IQ_VSG_POWER,POWER_METER_RESULT
2412,0,-23.924
2437,0,-23.965
2472,0,-23.885
5180,0,-25.989
5210,0,-25.993
5270,0,-25.766
5500,0,-26.242
5530,0,-26.164
5670,0,-26.181
5775,0,-26.070
5825,0,-26.260
