IQ_ROUT,12,IQ_PORT,1B
FREQ,IQ_VSG_POWER,POWER_METER_RESULT
2412,0,-23.926
2437,0,-23.979
2472,0,-23.924
5180,0,-26.168
5210,0,-26.078
5270,0,-25.875
5500,0,-26.321
5530,0,-26.249
5670,0,-26.325
5775,0,-26.330
5825,0,-26.641
