IQ_ROUT,12,IQ_PORT,1B
FREQ,IQ_VSG_POWER,POWER_METER_RESULT
2412,0,-23.998
2437,0,-23.922
2472,0,-24.089
5180,0,-26.111
5210,0,-26.040
5270,0,-25.760
5500,0,-26.228
5530,0,-26.252
5670,0,-26.195
5775,0,-26.402
5825,0,-26.449
